"mea" "a_s_value" "mean" "a_s"
"tBodyAcc-energy()-Z" "2" -0.847662263278146 "subject"
"tBodyAcc-iqr()-X" "2" -0.722562962036424 "subject"
"tBodyAcc-iqr()-Y" "2" -0.590041341054636 "subject"
"tBodyAcc-iqr()-Z" "2" -0.626987517440397 "subject"
"tBodyAcc-entropy()-X" "2" -0.127386847614901 "subject"
"tBodyAcc-entropy()-Y" "2" -0.0804409115324503 "subject"
"tBodyAcc-entropy()-Z" "2" -0.143932743263212 "subject"
"tBodyAcc-arCoeff()-X,1" "2" -0.0234071015748344 "subject"
"tBodyAcc-arCoeff()-X,2" "2" 0.0912011786905298 "subject"
"tBodyAcc-arCoeff()-X,3" "2" -0.0949577936180265 "subject"
"tBodyAcc-arCoeff()-X,4" "2" 0.143357460992219 "subject"
"tBodyAcc-arCoeff()-Y,1" "2" 0.0113430073329801 "subject"
"tBodyAcc-arCoeff()-Y,2" "2" 0.0430372154178808 "subject"
"tBodyAcc-arCoeff()-Y,3" "2" 0.10722903416904 "subject"
"tBodyAcc-arCoeff()-Y,4" "2" -0.0105897866226821 "subject"
"tBodyAcc-arCoeff()-Z,1" "2" 0.0481081102748344 "subject"
"tBodyAcc-arCoeff()-Z,2" "2" 0.0108255361380795 "subject"
"tBodyAcc-arCoeff()-Z,3" "2" 0.0465211738311258 "subject"
"tBodyAcc-arCoeff()-Z,4" "2" -0.072892217110596 "subject"
"tBodyAcc-correlation()-X,Y" "2" -0.186637683145695 "subject"
"tBodyAcc-correlation()-X,Z" "2" -0.169618852403311 "subject"
"tBodyAcc-correlation()-Y,Z" "2" 0.194535818751225 "subject"
"tGravityAcc-mean()-X" "2" 0.660782866688742 "subject"
"tGravityAcc-mean()-Y" "2" -0.147219886910411 "subject"
"tGravityAcc-mean()-Z" "2" 0.134865335090728 "subject"
"tGravityAcc-std()-X" "2" -0.963015508245033 "subject"
"tGravityAcc-std()-Y" "2" -0.960033560165563 "subject"
"tGravityAcc-std()-Z" "2" -0.945365383907285 "subject"
"tGravityAcc-mad()-X" "2" -0.964058628278146 "subject"
"tGravityAcc-mad()-Y" "2" -0.961047176456954 "subject"
"tGravityAcc-mad()-Z" "2" -0.94699783089404 "subject"
"tGravityAcc-max()-X" "2" 0.601271544172185 "subject"
"tGravityAcc-max()-Y" "2" -0.158538574278146 "subject"
"tGravityAcc-max()-Z" "2" 0.138289525513245 "subject"
"tGravityAcc-min()-X" "2" 0.674060965529801 "subject"
"tGravityAcc-min()-Y" "2" -0.130323319807947 "subject"
"tGravityAcc-min()-Z" "2" 0.124046365743775 "subject"
"tGravityAcc-sma()" "2" 0.102866914538411 "subject"
"tGravityAcc-energy()-X" "2" 0.42822278089404 "subject"
"tGravityAcc-energy()-Y" "2" -0.651005101721854 "subject"
"tGravityAcc-energy()-Z" "2" -0.798176141781457 "subject"
"tGravityAcc-iqr()-X" "2" -0.966865982483444 "subject"
"tGravityAcc-iqr()-Y" "2" -0.964185348145695 "subject"
"tGravityAcc-iqr()-Z" "2" -0.952294350331126 "subject"
"tGravityAcc-entropy()-X" "2" -0.525358962092391 "subject"
"tGravityAcc-entropy()-Y" "2" -0.961231091907285 "subject"
"tGravityAcc-entropy()-Z" "2" -0.520609917642384 "subject"
"tGravityAcc-arCoeff()-X,1" "2" -0.476265582149007 "subject"
"tGravityAcc-arCoeff()-X,2" "2" 0.515337384543046 "subject"
"tGravityAcc-arCoeff()-X,3" "2" -0.553767550870861 "subject"
"tGravityAcc-arCoeff()-X,4" "2" 0.591606159208609 "subject"
"tGravityAcc-arCoeff()-Y,1" "2" -0.279347467354967 "subject"
"tGravityAcc-arCoeff()-Y,2" "2" 0.267122710445695 "subject"
"tGravityAcc-arCoeff()-Y,3" "2" -0.303072540634437 "subject"
"tGravityAcc-arCoeff()-Y,4" "2" 0.357967162651987 "subject"
"tGravityAcc-arCoeff()-Z,1" "2" -0.421027781330132 "subject"
"tGravityAcc-arCoeff()-Z,2" "2" 0.447896282194371 "subject"
"tGravityAcc-arCoeff()-Z,3" "2" -0.474093490237417 "subject"
"tGravityAcc-arCoeff()-Z,4" "2" 0.49697919939404 "subject"
"tGravityAcc-correlation()-X,Y" "2" 0.293306032431457 "subject"
"tGravityAcc-correlation()-X,Z" "2" -0.0741719943708609 "subject"
"tGravityAcc-correlation()-Y,Z" "2" 0.0691912329423841 "subject"
"tBodyAccJerk-mean()-X" "2" 0.0785353156747351 "subject"
"tBodyAccJerk-mean()-Y" "2" 0.00708771249764901 "subject"
"tBodyAccJerk-mean()-Z" "2" 0.000755760748377483 "subject"
"tBodyAccJerk-std()-X" "2" -0.557809603123841 "subject"
"tBodyAccJerk-std()-Y" "2" -0.491875889831788 "subject"
"tBodyAccJerk-std()-Z" "2" -0.741885388311258 "subject"
"tBodyAccJerk-mad()-X" "2" -0.570367517489073 "subject"
"tBodyAccJerk-mad()-Y" "2" -0.492498960925033 "subject"
"tBodyAccJerk-mad()-Z" "2" -0.736772726324503 "subject"
"tBodyAccJerk-max()-X" "2" -0.617968878408278 "subject"
"tBodyAccJerk-max()-Y" "2" -0.621810136880132 "subject"
"tBodyAccJerk-max()-Z" "2" -0.809268521271523 "subject"
"tBodyAccJerk-min()-X" "2" 0.491075915344371 "subject"
"tBodyAccJerk-min()-Y" "2" 0.583960484002649 "subject"
"tBodyAccJerk-min()-Z" "2" 0.706169094741722 "subject"
"tBodyAccJerk-sma()" "2" -0.583251058675828 "subject"
"tBodyAccJerk-energy()-X" "2" -0.799626553198675 "subject"
"tBodyAccJerk-energy()-Y" "2" -0.743735461845695 "subject"
"tBodyAccJerk-energy()-Z" "2" -0.929991067649007 "subject"
"tBodyAccJerk-iqr()-X" "2" -0.586873682530795 "subject"
"tBodyAccJerk-iqr()-Y" "2" -0.599663528164238 "subject"
"tBodyAccJerk-iqr()-Z" "2" -0.760774028887417 "subject"
"tBodyAccJerk-entropy()-X" "2" -0.012722577039404 "subject"
"tBodyAccJerk-entropy()-Y" "2" -0.0260976587549669 "subject"
"tBodyAccJerk-entropy()-Z" "2" -0.0719020549668874 "subject"
"tBodyAccJerk-arCoeff()-X,1" "2" -0.0114907380883113 "subject"
"tBodyAccJerk-arCoeff()-X,2" "2" 0.228924745364901 "subject"
"tBodyAccJerk-arCoeff()-X,3" "2" 0.108695879327881 "subject"
"tBodyAccJerk-arCoeff()-X,4" "2" 0.0854969500921192 "subject"
"tBodyAccJerk-arCoeff()-Y,1" "2" -0.0267700591006623 "subject"
"tBodyAccJerk-arCoeff()-Y,2" "2" 0.129235718291391 "subject"
"tBodyAccJerk-arCoeff()-Y,3" "2" 0.209007877035762 "subject"
"tBodyAccJerk-arCoeff()-Y,4" "2" 0.274257882824669 "subject"
"tBodyAccJerk-arCoeff()-Z,1" "2" -0.00377548290966556 "subject"
"tBodyAccJerk-arCoeff()-Z,2" "2" 0.0781061226818543 "subject"
"tBodyAccJerk-arCoeff()-Z,3" "2" 0.0058208435855298 "subject"
"tBodyAccJerk-arCoeff()-Z,4" "2" 0.155497917998278 "subject"
"tBodyAccJerk-correlation()-X,Y" "2" -0.265153312015894 "subject"
"tBodyAccJerk-correlation()-X,Z" "2" 0.0393154392191391 "subject"
"tBodyAccJerk-correlation()-Y,Z" "2" 0.155085641165397 "subject"
"tBodyGyro-mean()-X" "2" -0.0517030657821192 "subject"
"tBodyGyro-mean()-Y" "2" -0.0568420186817881 "subject"
"tBodyGyro-mean()-Z" "2" 0.0872599422291391 "subject"
"tBodyGyro-std()-X" "2" -0.710648927815894 "subject"
"tBodyGyro-std()-Y" "2" -0.722943674337748 "subject"
"tBodyGyro-std()-Z" "2" -0.634888927843046 "subject"
"tBodyGyro-mad()-X" "2" -0.714453179304636 "subject"
"tBodyGyro-mad()-Y" "2" -0.736090675960265 "subject"
"tBodyGyro-mad()-Z" "2" -0.645641506088079 "subject"
"tBodyGyro-max()-X" "2" -0.634222980201722 "subject"
"tBodyGyro-max()-Y" "2" -0.739759908172185 "subject"
"tBodyGyro-max()-Z" "2" -0.475458444892715 "subject"
"tBodyGyro-min()-X" "2" 0.59729585710596 "subject"
"tBodyGyro-min()-Y" "2" 0.748924599735099 "subject"
"tBodyGyro-min()-Z" "2" 0.535464604613609 "subject"
"tBodyGyro-sma()" "2" -0.60952847611755 "subject"
"tBodyGyro-energy()-X" "2" -0.903352952251656 "subject"
"tBodyGyro-energy()-Y" "2" -0.924832467483444 "subject"
"tBodyGyro-energy()-Z" "2" -0.869695619705298 "subject"
"tBodyGyro-iqr()-X" "2" -0.711799495822517 "subject"
"tBodyGyro-iqr()-Y" "2" -0.756139001622517 "subject"
"tBodyGyro-iqr()-Z" "2" -0.694075068483444 "subject"
"tBodyGyro-entropy()-X" "2" -0.186421686582715 "subject"
"tBodyGyro-entropy()-Y" "2" -0.108041003458609 "subject"
"tBodyGyro-entropy()-Z" "2" -0.0156624417396358 "subject"
"tBodyGyro-arCoeff()-X,1" "2" -0.145833390415066 "subject"
"tBodyGyro-arCoeff()-X,2" "2" 0.138831918003013 "subject"
"tBodyGyro-arCoeff()-X,3" "2" 0.0473401127022517 "subject"
"tBodyGyro-arCoeff()-X,4" "2" -0.012697556814404 "subject"
"tBodyGyro-arCoeff()-Y,1" "2" -0.128368689752119 "subject"
"tBodyGyro-arCoeff()-Y,2" "2" 0.139369281710066 "subject"
"tBodyGyro-arCoeff()-Y,3" "2" -0.0540704868280795 "subject"
"tBodyGyro-arCoeff()-Y,4" "2" 0.111493566127884 "subject"
"tBodyGyro-arCoeff()-Z,1" "2" 0.00202448893807947 "subject"
"tBodyGyro-arCoeff()-Z,2" "2" 0.0447225222042384 "subject"
"tBodyGyro-arCoeff()-Z,3" "2" -0.0733458710096026 "subject"
"tBodyGyro-arCoeff()-Z,4" "2" 0.17341906970894 "subject"
"tBodyGyro-correlation()-X,Y" "2" -0.117634999750629 "subject"
"tBodyGyro-correlation()-X,Z" "2" 0.17754154605894 "subject"
"tBodyGyro-correlation()-Y,Z" "2" -0.169148962615563 "subject"
"tBodyGyroJerk-mean()-X" "2" -0.0875587491668874 "subject"
"tBodyGyroJerk-mean()-Y" "2" -0.0433986835453642 "subject"
"tBodyGyroJerk-mean()-Z" "2" -0.0557541828188742 "subject"
"tBodyGyroJerk-std()-X" "2" -0.671679103311258 "subject"
"tBodyGyroJerk-std()-Y" "2" -0.783595466728477 "subject"
"tBodyGyroJerk-std()-Z" "2" -0.674611933293046 "subject"
"tBodyGyroJerk-mad()-X" "2" -0.687879361469205 "subject"
"tBodyGyroJerk-mad()-Y" "2" -0.801873995562914 "subject"
"tBodyGyroJerk-mad()-Z" "2" -0.691350504490066 "subject"
"tBodyGyroJerk-max()-X" "2" -0.668974812331126 "subject"
"tBodyGyroJerk-max()-Y" "2" -0.799020682490066 "subject"
"tBodyGyroJerk-max()-Z" "2" -0.639559744541921 "subject"
"tBodyGyroJerk-min()-X" "2" 0.660641317125828 "subject"
"tBodyGyroJerk-min()-Y" "2" 0.806334861490066 "subject"
"tBodyGyroJerk-min()-Z" "2" 0.75480923910596 "subject"
"tBodyGyroJerk-sma()" "2" -0.745335283278146 "subject"
"tBodyGyroJerk-energy()-X" "2" -0.889693708145695 "subject"
"tBodyGyroJerk-energy()-Y" "2" -0.950333769801324 "subject"
"tBodyGyroJerk-energy()-Z" "2" -0.89303154 "subject"
"tBodyGyroJerk-iqr()-X" "2" -0.723993365470199 "subject"
"tBodyGyroJerk-iqr()-Y" "2" -0.823072905794702 "subject"
"tBodyGyroJerk-iqr()-Z" "2" -0.728445137102649 "subject"
"tBodyGyroJerk-entropy()-X" "2" 0.0166712586092715 "subject"
"tBodyGyroJerk-entropy()-Y" "2" 0.0623908063317881 "subject"
"tBodyGyroJerk-entropy()-Z" "2" 0.0570930387317881 "subject"
"tBodyGyroJerk-arCoeff()-X,1" "2" -0.00562111044470199 "subject"
"tBodyGyroJerk-arCoeff()-X,2" "2" 0.083400784595894 "subject"
"tBodyGyroJerk-arCoeff()-X,3" "2" 0.177800245102649 "subject"
"tBodyGyroJerk-arCoeff()-X,4" "2" 0.104416874358146 "subject"
"tBodyGyroJerk-arCoeff()-Y,1" "2" -0.0717876627241722 "subject"
"tBodyGyroJerk-arCoeff()-Y,2" "2" 0.221364275788411 "subject"
"tBodyGyroJerk-arCoeff()-Y,3" "2" 0.14843821550894 "subject"
"tBodyGyroJerk-arCoeff()-Y,4" "2" 0.0442934955877152 "subject"
"tBodyGyroJerk-arCoeff()-Z,1" "2" 0.0791252272742715 "subject"
"tBodyGyroJerk-arCoeff()-Z,2" "2" 0.0891922187868874 "subject"
"tBodyGyroJerk-arCoeff()-Z,3" "2" 0.129898306291391 "subject"
"tBodyGyroJerk-arCoeff()-Z,4" "2" -0.057460692242053 "subject"
"tBodyGyroJerk-correlation()-X,Y" "2" 0.19239867245596 "subject"
"tBodyGyroJerk-correlation()-X,Z" "2" 0.111621551897682 "subject"
"tBodyGyroJerk-correlation()-Y,Z" "2" -0.239284362336755 "subject"
"tBodyAccMag-mean()" "2" -0.535281800541722 "subject"
"tBodyAccMag-std()" "2" -0.552812545643709 "subject"
"tBodyAccMag-mad()" "2" -0.627204257981358 "subject"
"tBodyAccMag-max()" "2" -0.491251599329801 "subject"
"tBodyAccMag-min()" "2" -0.810914256456954 "subject"
"tBodyAccMag-sma()" "2" -0.535281800541722 "subject"
"tBodyAccMag-energy()" "2" -0.774345884943709 "subject"
"tBodyAccMag-iqr()" "2" -0.732770948211921 "subject"
"tBodyAccMag-entropy()" "2" 0.141015697466225 "subject"
"tBodyAccMag-arCoeff()1" "2" 0.0635219913816225 "subject"
"tBodyAccMag-arCoeff()2" "2" -0.0769758413990066 "subject"
"tBodyAccMag-arCoeff()3" "2" 0.0904740107192053 "subject"
"tBodyAccMag-arCoeff()4" "2" -0.0570892316399371 "subject"
"tGravityAccMag-mean()" "2" -0.535281800541722 "subject"
"tGravityAccMag-std()" "2" -0.552812545643709 "subject"
"tGravityAccMag-mad()" "2" -0.627204257981358 "subject"
"tGravityAccMag-max()" "2" -0.491251599329801 "subject"
"tGravityAccMag-min()" "2" -0.810914256456954 "subject"
"tGravityAccMag-sma()" "2" -0.535281800541722 "subject"
"tGravityAccMag-energy()" "2" -0.774345884943709 "subject"
"tGravityAccMag-iqr()" "2" -0.732770948211921 "subject"
"tGravityAccMag-entropy()" "2" 0.141015697466225 "subject"
"tGravityAccMag-arCoeff()1" "2" 0.0635219913816225 "subject"
"tGravityAccMag-arCoeff()2" "2" -0.0769758413990066 "subject"
"tGravityAccMag-arCoeff()3" "2" 0.0904740107192053 "subject"
"tGravityAccMag-arCoeff()4" "2" -0.0570892316399371 "subject"
"tBodyAccJerkMag-mean()" "2" -0.58777744543543 "subject"
"tBodyAccJerkMag-std()" "2" -0.512115278415232 "subject"
"tBodyAccJerkMag-mad()" "2" -0.544297072459768 "subject"
"tBodyAccJerkMag-max()" "2" -0.525340146702318 "subject"
"tBodyAccJerkMag-min()" "2" -0.771836768082781 "subject"
"tBodyAccJerkMag-sma()" "2" -0.58777744543543 "subject"
"tBodyAccJerkMag-energy()" "2" -0.804001053165563 "subject"
"tBodyAccJerkMag-iqr()" "2" -0.625997348653311 "subject"
"tBodyAccJerkMag-entropy()" "2" 0.0108421309006622 "subject"
"tBodyAccJerkMag-arCoeff()1" "2" 0.14657202462053 "subject"
"tBodyAccJerkMag-arCoeff()2" "2" -0.116447271122517 "subject"
"tBodyAccJerkMag-arCoeff()3" "2" -0.15343313692553 "subject"
"tBodyAccJerkMag-arCoeff()4" "2" 0.0688931637195364 "subject"
"tBodyGyroMag-mean()" "2" -0.614771054893146 "subject"
"tBodyGyroMag-std()" "2" -0.680584887880795 "subject"
"tBodyGyroMag-mad()" "2" -0.654323214404305 "subject"
"tBodyGyroMag-max()" "2" -0.698416859900662 "subject"
"tBodyGyroMag-min()" "2" -0.735091751778146 "subject"
"tBodyGyroMag-sma()" "2" -0.614771054893146 "subject"
"tBodyGyroMag-energy()" "2" -0.857154943344371 "subject"
"tBodyGyroMag-iqr()" "2" -0.679129394398013 "subject"
"tBodyGyroMag-entropy()" "2" 0.28900576873001 "subject"
"tBodyGyroMag-arCoeff()1" "2" 0.0945275806279371 "subject"
"tBodyGyroMag-arCoeff()2" "2" -0.166604534372185 "subject"
"tBodyGyroMag-arCoeff()3" "2" 0.144381516838079 "subject"
"tBodyGyroMag-arCoeff()4" "2" -0.0766789491913907 "subject"
"tBodyGyroJerkMag-mean()" "2" -0.746559539039735 "subject"
"tBodyGyroJerkMag-std()" "2" -0.740088733655629 "subject"
"tBodyGyroJerkMag-mad()" "2" -0.759954726236755 "subject"
"tBodyGyroJerkMag-max()" "2" -0.748500767208543 "subject"
"tBodyGyroJerkMag-min()" "2" -0.798450358046358 "subject"
"tBodyGyroJerkMag-sma()" "2" -0.746559539039735 "subject"
"tBodyGyroJerkMag-energy()" "2" -0.92977500115894 "subject"
"tBodyGyroJerkMag-iqr()" "2" -0.786572975529801 "subject"
"tBodyGyroJerkMag-entropy()" "2" 0.167518406635762 "subject"
"tBodyGyroJerkMag-arCoeff()1" "2" 0.344671680038411 "subject"
"tBodyGyroJerkMag-arCoeff()2" "2" -0.350318528578808 "subject"
"tBodyGyroJerkMag-arCoeff()3" "2" -0.0238868403611921 "subject"
"tBodyGyroJerkMag-arCoeff()4" "2" -0.00727562749645695 "subject"
"fBodyAcc-mean()-X" "2" -0.57377091142947 "subject"
"fBodyAcc-mean()-Y" "2" -0.432566581302351 "subject"
"fBodyAcc-mean()-Z" "2" -0.630081222124834 "subject"
"fBodyAcc-std()-X" "2" -0.619788102803311 "subject"
"fBodyAcc-std()-Y" "2" -0.464723862913245 "subject"
"fBodyAcc-std()-Z" "2" -0.600678614835099 "subject"
"fBodyAcc-mad()-X" "2" -0.572643078574503 "subject"
"fBodyAcc-mad()-Y" "2" -0.4415114235 "subject"
"fBodyAcc-mad()-Z" "2" -0.598307836834702 "subject"
"fBodyAcc-max()-X" "2" -0.680336110911589 "subject"
"fBodyAcc-max()-Y" "2" -0.614148974650993 "subject"
"fBodyAcc-max()-Z" "2" -0.638538181886755 "subject"
"fBodyAcc-min()-X" "2" -0.859339752450331 "subject"
"fBodyAcc-min()-Y" "2" -0.851161497659272 "subject"
"fBodyAcc-min()-Z" "2" -0.909318096490066 "subject"
"fBodyAcc-sma()" "2" -0.486200016767881 "subject"
"fBodyAcc-energy()-X" "2" -0.84059234513245 "subject"
"fBodyAcc-energy()-Y" "2" -0.688208358372848 "subject"
"fBodyAcc-energy()-Z" "2" -0.830835611754967 "subject"
"fBodyAcc-iqr()-X" "2" -0.54221996550404 "subject"
"fBodyAcc-iqr()-Y" "2" -0.534609197844801 "subject"
"fBodyAcc-iqr()-Z" "2" -0.71344086036755 "subject"
"fBodyAcc-entropy()-X" "2" -0.0970730098344371 "subject"
"fBodyAcc-entropy()-Y" "2" -0.0924082208609271 "subject"
"fBodyAcc-entropy()-Z" "2" -0.150928621125828 "subject"
"fBodyAcc-maxInds-X" "2" -0.758598588350993 "subject"
"fBodyAcc-maxInds-Y" "2" -0.824503310298013 "subject"
"fBodyAcc-maxInds-Z" "2" -0.845899133288079 "subject"
"fBodyAcc-meanFreq()-X" "2" -0.106763418901788 "subject"
"fBodyAcc-meanFreq()-Y" "2" 0.105734176023146 "subject"
"fBodyAcc-meanFreq()-Z" "2" 0.087210586428 "subject"
"fBodyAcc-skewness()-X" "2" -0.21847583334155 "subject"
"fBodyAcc-kurtosis()-X" "2" -0.546631370768874 "subject"
"fBodyAcc-skewness()-Y" "2" -0.329257594034669 "subject"
"fBodyAcc-kurtosis()-Y" "2" -0.63634670244702 "subject"
"fBodyAcc-skewness()-Z" "2" -0.345669160910099 "subject"
"fBodyAcc-kurtosis()-Z" "2" -0.590158146904636 "subject"
"fBodyAcc-bandsEnergy()-1,8" "2" -0.849941351192053 "subject"
"fBodyAcc-bandsEnergy()-9,16" "2" -0.893099572649007 "subject"
"fBodyAcc-bandsEnergy()-17,24" "2" -0.768062192026821 "subject"
"fBodyAcc-bandsEnergy()-25,32" "2" -0.78383359039404 "subject"
"fBodyAcc-bandsEnergy()-33,40" "2" -0.858694492572848 "subject"
"fBodyAcc-bandsEnergy()-41,48" "2" -0.873578973046358 "subject"
"fBodyAcc-bandsEnergy()-49,56" "2" -0.931486222483444 "subject"
"fBodyAcc-bandsEnergy()-57,64" "2" -0.964021892092715 "subject"
"fBodyAcc-bandsEnergy()-1,16" "2" -0.84871468897351 "subject"
"fBodyAcc-bandsEnergy()-17,32" "2" -0.736457234797682 "subject"
"fBodyAcc-bandsEnergy()-33,48" "2" -0.864288056188742 "subject"
"fBodyAcc-bandsEnergy()-49,64" "2" -0.942391346821192 "subject"
"fBodyAcc-bandsEnergy()-1,24" "2" -0.842983792119205 "subject"
"fBodyAcc-bandsEnergy()-25,48" "2" -0.780419862781457 "subject"
"fBodyAcc-bandsEnergy()-1,8.1" "2" -0.738107200334437 "subject"
"fBodyAcc-bandsEnergy()-9,16.1" "2" -0.831243337983444 "subject"
"fBodyAcc-bandsEnergy()-17,24.1" "2" -0.769654934496689 "subject"
"fBodyAcc-bandsEnergy()-25,32.1" "2" -0.79249457302649 "subject"
"fBodyAcc-bandsEnergy()-33,40.1" "2" -0.836800422384106 "subject"
"fBodyAcc-bandsEnergy()-41,48.1" "2" -0.825680962311258 "subject"
"fBodyAcc-bandsEnergy()-49,56.1" "2" -0.873846060317881 "subject"
"fBodyAcc-bandsEnergy()-57,64.1" "2" -0.943413728023179 "subject"
"fBodyAcc-bandsEnergy()-1,16.1" "2" -0.71252437407947 "subject"
"fBodyAcc-bandsEnergy()-17,32.1" "2" -0.717448009903974 "subject"
"fBodyAcc-bandsEnergy()-33,48.1" "2" -0.813852098440397 "subject"
"fBodyAcc-bandsEnergy()-49,64.1" "2" -0.899107794003311 "subject"
"fBodyAcc-bandsEnergy()-1,24.1" "2" -0.696653348824106 "subject"
"fBodyAcc-bandsEnergy()-25,48.1" "2" -0.788593345705629 "subject"
"fBodyAcc-bandsEnergy()-1,8.2" "2" -0.84615150539404 "subject"
"fBodyAcc-bandsEnergy()-9,16.2" "2" -0.894643521688742 "subject"
"fBodyAcc-bandsEnergy()-17,24.2" "2" -0.928292836523179 "subject"
"fBodyAcc-bandsEnergy()-25,32.2" "2" -0.966225386291391 "subject"
"fBodyAcc-bandsEnergy()-33,40.2" "2" -0.960763018278146 "subject"
"fBodyAcc-bandsEnergy()-41,48.2" "2" -0.93093921692053 "subject"
"fBodyAcc-bandsEnergy()-49,56.2" "2" -0.936644586688742 "subject"
"fBodyAcc-bandsEnergy()-57,64.2" "2" -0.955570717152318 "subject"
"fBodyAcc-bandsEnergy()-1,16.2" "2" -0.843070452980133 "subject"
"fBodyAcc-bandsEnergy()-17,32.2" "2" -0.942066543278146 "subject"
"fBodyAcc-bandsEnergy()-33,48.2" "2" -0.950266487582781 "subject"
"fBodyAcc-bandsEnergy()-49,64.2" "2" -0.941789252119205 "subject"
"fBodyAcc-bandsEnergy()-1,24.2" "2" -0.833793856092715 "subject"
"fBodyAcc-bandsEnergy()-25,48.2" "2" -0.961691047019868 "subject"
"fBodyAccJerk-mean()-X" "2" -0.561682049622185 "subject"
"fBodyAccJerk-mean()-Y" "2" -0.50890379901457 "subject"
"fBodyAccJerk-mean()-Z" "2" -0.715745330403973 "subject"
"fBodyAccJerk-std()-X" "2" -0.595105612895033 "subject"
"fBodyAccJerk-std()-Y" "2" -0.509147543673841 "subject"
"fBodyAccJerk-std()-Z" "2" -0.767087015496689 "subject"
"fBodyAccJerk-mad()-X" "2" -0.498548018662914 "subject"
"fBodyAccJerk-mad()-Y" "2" -0.508683829480331 "subject"
"fBodyAccJerk-mad()-Z" "2" -0.746325666059603 "subject"
"fBodyAccJerk-max()-X" "2" -0.69287933708543 "subject"
"fBodyAccJerk-max()-Y" "2" -0.611303453504967 "subject"
"fBodyAccJerk-max()-Z" "2" -0.78966654513245 "subject"
"fBodyAccJerk-min()-X" "2" -0.854188630980132 "subject"
"fBodyAccJerk-min()-Y" "2" -0.831087364506623 "subject"
"fBodyAccJerk-min()-Z" "2" -0.874581940198676 "subject"
"fBodyAccJerk-sma()" "2" -0.525343766949338 "subject"
"fBodyAccJerk-energy()-X" "2" -0.799332926511589 "subject"
"fBodyAccJerk-energy()-Y" "2" -0.743845397304636 "subject"
"fBodyAccJerk-energy()-Z" "2" -0.930022096490066 "subject"
"fBodyAccJerk-iqr()-X" "2" -0.508730279768079 "subject"
"fBodyAccJerk-iqr()-Y" "2" -0.614522749110265 "subject"
"fBodyAccJerk-iqr()-Z" "2" -0.747754781241722 "subject"
"fBodyAccJerk-entropy()-X" "2" -0.147767752847682 "subject"
"fBodyAccJerk-entropy()-Y" "2" -0.139678639205298 "subject"
"fBodyAccJerk-entropy()-Z" "2" -0.304487169347682 "subject"
"fBodyAccJerk-maxInds-X" "2" -0.249403973509934 "subject"
"fBodyAccJerk-maxInds-Y" "2" -0.326622516556291 "subject"
"fBodyAccJerk-maxInds-Z" "2" -0.283311258278146 "subject"
"fBodyAccJerk-meanFreq()-X" "2" 0.0868000536209801 "subject"
"fBodyAccJerk-meanFreq()-Y" "2" -0.139776595362185 "subject"
"fBodyAccJerk-meanFreq()-Z" "2" -0.0942651868218543 "subject"
"fBodyAccJerk-skewness()-X" "2" -0.42159299768106 "subject"
"fBodyAccJerk-kurtosis()-X" "2" -0.796630167483444 "subject"
"fBodyAccJerk-skewness()-Y" "2" -0.457980816361921 "subject"
"fBodyAccJerk-kurtosis()-Y" "2" -0.860285539900662 "subject"
"fBodyAccJerk-skewness()-Z" "2" -0.509509835039735 "subject"
"fBodyAccJerk-kurtosis()-Z" "2" -0.830207046887417 "subject"
"fBodyAccJerk-bandsEnergy()-1,8" "2" -0.893271482748344 "subject"
"fBodyAccJerk-bandsEnergy()-9,16" "2" -0.88881933218543 "subject"
"fBodyAccJerk-bandsEnergy()-17,24" "2" -0.780156031576159 "subject"
"fBodyAccJerk-bandsEnergy()-25,32" "2" -0.775578625125828 "subject"
"fBodyAccJerk-bandsEnergy()-33,40" "2" -0.857690367384106 "subject"
"fBodyAccJerk-bandsEnergy()-41,48" "2" -0.845319810056291 "subject"
"fBodyAccJerk-bandsEnergy()-49,56" "2" -0.908781252625828 "subject"
"fBodyAccJerk-bandsEnergy()-57,64" "2" -0.980403101324503 "subject"
"fBodyAccJerk-bandsEnergy()-1,16" "2" -0.881041711556291 "subject"
"fBodyAccJerk-bandsEnergy()-17,32" "2" -0.72684577417351 "subject"
"fBodyAccJerk-bandsEnergy()-33,48" "2" -0.840768183292053 "subject"
"fBodyAccJerk-bandsEnergy()-49,64" "2" -0.906572410784768 "subject"
"fBodyAccJerk-bandsEnergy()-1,24" "2" -0.820340989864238 "subject"
"fBodyAccJerk-bandsEnergy()-25,48" "2" -0.727323163864238 "subject"
"fBodyAccJerk-bandsEnergy()-1,8.1" "2" -0.790873450354305 "subject"
"fBodyAccJerk-bandsEnergy()-9,16.1" "2" -0.852880085864238 "subject"
"fBodyAccJerk-bandsEnergy()-17,24.1" "2" -0.716191353681457 "subject"
"fBodyAccJerk-bandsEnergy()-25,32.1" "2" -0.802790085076159 "subject"
"fBodyAccJerk-bandsEnergy()-33,40.1" "2" -0.860963227678808 "subject"
"fBodyAccJerk-bandsEnergy()-41,48.1" "2" -0.81044683146457 "subject"
"fBodyAccJerk-bandsEnergy()-49,56.1" "2" -0.894530846986755 "subject"
"fBodyAccJerk-bandsEnergy()-57,64.1" "2" -0.965673593344371 "subject"
"fBodyAccJerk-bandsEnergy()-1,16.1" "2" -0.817342492412583 "subject"
"fBodyAccJerk-bandsEnergy()-17,32.1" "2" -0.699931484960265 "subject"
